cell_0_0,cell_0_1,cell_0_2,cell_0_3,cell_0_4,cell_1_0,cell_1_1,cell_1_2,cell_1_3,cell_1_4,cell_2_0,cell_2_1,cell_2_2,cell_2_3,cell_2_4,cell_3_0,cell_3_1,cell_3_2,cell_3_3,cell_3_4,cell_4_0,cell_4_1,cell_4_2,cell_4_3,cell_4_4,winner
-1,-1,1,-1,1,1,-1,1,1,1,-1,0,1,0,0,-1,1,-1,-1,-1,-1,-1,1,1,1,1
-1,-1,1,1,1,1,0,1,-1,-1,-1,0,1,-1,0,-1,-1,-1,0,1,1,-1,1,1,0,1
1,-1,1,-1,1,0,-1,-1,1,-1,1,0,-1,1,0,0,-1,-1,1,1,-1,1,1,1,-1,0
-1,-1,0,-1,-1,0,-1,-1,1,0,0,1,1,1,0,1,1,0,1,0,-1,-1,-1,1,1,1
-1,-1,-1,0,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1
1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,0,1,-1,1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,0,1,0
-1,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0
1,-1,1,1,1,1,1,0,0,-1,-1,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,-1,1,0
1,1,1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,0
0,1,0,-1,-1,0,1,-1,1,1,0,-1,1,-1,-1,0,-1,1,1,0,-1,1,0,-1,1,1
1,-1,1,1,-1,1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1
-1,1,1,-1,0,1,1,1,-1,-1,1,1,-1,0,-1,1,1,-1,0,1,-1,-1,0,0,-1,1
1,0,1,-1,-1,-1,-1,1,1,1,-1,0,0,0,1,0,0,-1,0,1,-1,-1,1,0,1,0
1,-1,-1,1,1,1,0,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,0,0
0,1,-1,-1,0,1,1,-1,-1,1,0,1,-1,0,1,0,1,-1,0,1,1,0,0,-1,-1,0
0,-1,-1,1,0,0,-1,1,-1,0,-1,1,0,1,0,0,1,-1,1,0,1,1,-1,0,0,0
-1,1,0,0,0,0,1,-1,1,0,1,1,-1,1,-1,0,1,-1,1,-1,-1,1,1,-1,-1,0
-1,0,0,1,1,1,-1,1,-1,-1,0,0,1,1,1,0,-1,1,0,0,-1,1,-1,-1,0,0
-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,-1,1,-1,0,1
1,1,-1,0,-1,1,1,-1,-1,1,1,1,-1,0,1,-1,1,-1,-1,1,-1,-1,1,-1,0,1
0,0,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,1,1,-1,1,1,-1,0,0,0,1,1,1,1
1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,1,1,1,1
-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,-1,-1,1,1,-1,1
-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,0,-1,-1,1,1,1
0,-1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,0,0,0,1,1,1
1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0
0,1,0,-1,1,0,-1,0,-1,1,0,0,0,1,0,-1,1,1,0,-1,-1,1,1,-1,0,0
1,0,1,1,-1,0,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1
0,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,0,-1,1,-1,-1,-1,1,1,0
-1,0,1,-1,0,1,1,0,-1,1,-1,1,-1,-1,-1,1,0,1,-1,1,1,1,1,-1,-1,0
0,-1,1,-1,0,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,0,-1,-1,1
1,-1,1,-1,0,1,1,-1,1,-1,0,1,1,1,0,0,1,-1,0,0,1,-1,-1,-1,-1,0
1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,0,-1,-1,1,-1,0,-1,1,0
0,1,1,1,1,1,1,0,-1,-1,1,0,-1,1,-1,-1,-1,-1,1,0,-1,0,1,-1,-1,1
-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,0
1,-1,1,1,1,1,1,-1,-1,1,1,0,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,1,1,1
-1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,-1,-1,1,1,1,1
-1,-1,1,-1,1,1,1,1,1,1,-1,0,1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,-1,0
1,0,1,1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,-1,1,1,0,0,0,-1,1,1,-1,0
-1,1,1,0,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1
-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0
1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,0
-1,-1,-1,0,1,-1,0,0,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,0,0,0
0,1,1,1,-1,1,0,-1,-1,1,-1,-1,1,1,0,0,0,0,-1,0,-1,0,0,1,-1,1
0,0,0,0,1,0,-1,-1,1,0,-1,0,-1,-1,-1,-1,0,1,1,1,0,0,1,1,0,1
-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,0
-1,1,-1,0,-1,1,1,-1,1,1,0,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,0
1,0,1,-1,-1,1,-1,1,0,-1,1,0,0,1,-1,1,-1,1,0,-1,1,-1,0,-1,1,0
1,-1,-1,0,0,1,0,1,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,1,1,0
-1,-1,1,1,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1
1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,0,1,-1,1,1
-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0
-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,0
-1,-1,1,1,0,0,0,-1,1,1,-1,0,1,1,-1,-1,1,1,0,0,1,-1,1,-1,-1,0
1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,0,-1,1,-1,1,1,1,-1,-1,0,-1,0
1,1,1,1,-1,-1,-1,1,-1,1,1,0,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1
-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1
0,0,0,1,0,0,0,1,1,1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,-1,0
1,-1,0,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,1,0,-1,1
-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,1,-1,1,-1,1,1
0,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,-1,1,1,0,-1,1,1,1,1
1,-1,1,0,-1,1,0,-1,-1,-1,1,-1,1,1,0,1,1,-1,1,-1,-1,1,1,0,-1,0
-1,0,-1,0,1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0
0,0,-1,0,1,0,1,0,-1,1,1,-1,1,-1,1,0,-1,-1,1,1,-1,-1,1,0,0,0
1,1,1,1,1,-1,0,0,1,0,1,-1,-1,-1,-1,0,-1,-1,0,1,-1,0,1,-1,0,1
1,0,0,1,0,1,0,1,-1,-1,-1,0,0,-1,-1,1,1,-1,1,0,-1,-1,0,0,1,1
-1,-1,0,1,1,-1,1,-1,-1,1,1,-1,0,-1,1,0,1,-1,1,1,1,-1,-1,1,0,0
0,1,-1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,1
1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,0
1,0,1,1,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,1,1,0,1,0,1
0,1,1,1,-1,1,-1,0,0,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,0,-1,-1,-1,0
-1,0,0,0,1,-1,-1,1,0,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0
1,0,-1,0,-1,1,1,0,-1,0,1,-1,-1,0,1,1,0,1,1,-1,1,0,0,-1,-1,0
1,-1,1,0,-1,1,1,0,-1,1,-1,1,-1,1,0,-1,1,0,-1,1,1,-1,-1,-1,1,0
0,0,0,0,-1,1,1,1,-1,1,-1,0,-1,1,0,1,0,-1,1,1,-1,-1,-1,1,-1,1
1,-1,1,0,1,1,-1,-1,-1,-1,1,0,1,0,-1,1,1,-1,-1,1,0,1,-1,-1,1,0
-1,1,1,1,1,1,0,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1
-1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0
1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,1,1,1,1,-1,-1,0,1,-1,-1,-1,0
-1,1,-1,0,1,-1,1,1,-1,-1,1,-1,-1,0,1,-1,0,-1,1,1,1,1,-1,1,-1,1
-1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,0
-1,1,1,-1,0,0,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,0,0,0,0,1,0
1,-1,-1,1,-1,-1,1,1,-1,1,-1,0,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1
0,1,0,-1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,0,1,1,1,-1,-1,0
0,0,-1,0,0,1,1,1,1,-1,1,0,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,1
0,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,0,1,1,-1,1,0,0,1,0,1
-1,-1,0,-1,1,-1,0,1,1,-1,0,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,0,0
0,-1,1,1,-1,1,0,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,0
0,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,-1,1,1,0
-1,-1,1,1,1,0,0,1,0,0,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,0
1,-1,1,0,1,0,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,0,1,-1,0
1,-1,-1,-1,-1,-1,1,1,0,1,1,0,-1,1,1,0,-1,-1,-1,1,0,1,-1,1,0,1
0,-1,0,-1,-1,1,1,-1,-1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,1,1,1,1,1,1
1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,0
1,1,0,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,1,-1,0,0,0
0,0,1,-1,0,-1,-1,1,0,-1,-1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,0
1,1,1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,0,-1,-1,1,1,-1,1,1,1,-1,-1,0
-1,1,-1,1,1,0,0,-1,1,1,0,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,0,1,0
1,1,1,-1,-1,1,1,0,-1,0,0,-1,-1,0,1,-1,1,-1,1,-1,1,0,0,-1,0,1
0,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,-1,1,0,1
0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,-1,-1,0,-1,-1,0,-1,-1,0,0,1
-1,-1,1,0,1,0,0,1,0,0,0,-1,1,0,1,-1,1,0,-1,-1,1,0,-1,0,1,0
1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,0
1,-1,-1,-1,0,1,1,0,-1,1,0,1,1,-1,-1,1,-1,0,1,-1,1,1,-1,-1,1,0
1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,0
1,0,0,0,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1
1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,1,1,1,1,1,1
1,1,-1,0,1,1,1,-1,-1,0,1,-1,0,0,-1,1,1,1,-1,1,-1,-1,1,-1,-1,0
0,-1,0,-1,1,-1,-1,-1,1,0,0,1,1,1,0,0,0,1,0,1,-1,1,-1,1,-1,0
0,-1,-1,0,1,1,0,1,1,0,0,1,-1,-1,0,-1,1,0,1,1,-1,1,0,-1,-1,0
1,-1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,0,1,-1,-1,1,1,1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,0
0,-1,1,1,0,-1,-1,1,-1,-1,0,1,0,0,0,1,-1,0,0,1,1,1,-1,-1,1,0
1,1,1,1,-1,-1,-1,-1,-1,0,1,0,1,1,0,-1,1,1,-1,-1,1,1,-1,-1,-1,1
0,-1,-1,1,-1,1,1,1,-1,-1,-1,1,0,-1,1,1,-1,1,0,1,1,1,-1,-1,0,0
1,-1,0,-1,1,-1,0,0,0,1,0,1,0,1,1,-1,-1,0,1,0,-1,0,1,0,-1,0
1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1
-1,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,0
0,0,1,-1,-1,-1,1,1,1,0,1,-1,1,-1,1,1,-1,-1,1,-1,1,0,1,-1,-1,0
-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1
-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,0,1,0,1,1,-1,1,1,1,1,1,-1,-1,0
1,1,1,0,-1,0,0,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1,0,1
1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,0
-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,0
1,-1,1,0,-1,1,-1,1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0
0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,0,1,-1,1,-1,0
-1,-1,1,-1,0,-1,0,1,0,0,0,0,1,0,-1,0,1,0,-1,1,0,1,1,0,0,0
0,1,-1,0,1,-1,-1,1,0,1,-1,0,-1,1,0,1,0,1,-1,-1,-1,0,1,1,0,0
1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,0,-1,0,1,-1,-1,-1,-1,1,1,0
0,1,1,-1,-1,0,0,1,1,0,0,0,-1,1,1,0,-1,-1,1,-1,0,0,1,0,-1,0
1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,0
-1,1,1,-1,1,1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,0
-1,1,-1,1,-1,1,0,0,1,1,1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
1,-1,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,0,-1,0,-1,1,-1,-1,-1,1,0
-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,0
-1,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1
-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,1,0,-1,-1,-1,1,0,0,0,1
1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,0,1,1,1,1,-1,-1,0,-1,0,1,1
0,0,0,0,1,1,1,1,0,0,0,-1,-1,1,-1,-1,0,1,-1,0,-1,-1,-1,1,1,1
1,1,-1,0,1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1
-1,-1,1,-1,-1,-1,1,1,0,-1,0,1,1,1,1,1,1,-1,0,1,-1,1,-1,0,-1,0
-1,0,1,1,0,-1,0,1,1,1,-1,0,0,0,1,-1,-1,1,1,0,-1,-1,-1,1,0,0
0,-1,1,0,-1,-1,1,1,-1,-1,0,1,0,0,1,1,0,-1,-1,0,1,1,0,0,0,0
-1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,0
-1,1,1,0,-1,-1,1,0,1,1,-1,1,0,0,0,1,0,0,1,-1,1,-1,-1,-1,0,0
1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,-1,-1,1,-1,-1,-1,-1,1,1,1
-1,1,-1,1,1,1,-1,1,-1,0,-1,-1,1,1,0,-1,1,1,-1,-1,-1,0,1,1,0,0
-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,0
1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,0,-1,0,1,-1,1,1,-1,1,-1,0
0,1,1,0,1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,1,-1,1
1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,1
-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,0,-1,1,-1,-1,0,-1,1,1
1,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,1,-1,0,-1,0,-1,-1,1,1,-1,1
1,1,1,-1,-1,1,-1,1,1,0,-1,-1,1,1,1,0,-1,-1,1,-1,1,-1,1,-1,-1,0
-1,-1,-1,-1,1,-1,1,0,1,1,0,1,-1,1,0,-1,1,1,0,1,-1,1,-1,-1,1,0
-1,1,-1,1,-1,-1,1,1,0,-1,0,0,1,-1,1,0,-1,-1,0,1,-1,1,1,1,-1,1
1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1
1,-1,0,1,-1,-1,1,1,1,1,0,1,-1,1,-1,0,-1,-1,1,-1,1,0,-1,1,-1,0
1,-1,1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,1,0,0,-1,1,-1,-1,1
0,-1,0,1,1,1,1,1,0,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,0
1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,0
1,0,1,0,-1,0,1,1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,-1,1,-1,0,1,1,1
-1,-1,-1,-1,-1,0,0,1,1,1,1,0,-1,0,1,-1,1,1,-1,1,-1,1,1,-1,0,1
1,1,-1,-1,1,-1,1,-1,-1,0,1,0,-1,0,-1,1,-1,1,-1,1,1,-1,1,1,0,0
1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,1
-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,0
1,-1,1,-1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,1,0,1,1,-1,0,-1,1,1
1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,0
1,1,1,-1,-1,-1,1,1,1,0,-1,1,1,-1,-1,0,1,-1,-1,0,0,1,1,-1,-1,0
-1,1,1,1,0,1,1,-1,-1,1,0,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1,0,-1,0
1,-1,-1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1
1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,0,-1,1,1,0,1,-1,0,-1,-1,1,1
-1,-1,1,1,0,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,-1,1,0
1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,1,1,-1,1,1,1
1,-1,0,-1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,0,-1,1,-1,1,1
-1,-1,1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,1
-1,-1,-1,1,1,1,-1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1
-1,-1,0,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,0,1,1,1,-1,-1,1,0
-1,0,1,0,-1,-1,1,0,1,0,-1,1,1,-1,1,1,-1,1,0,-1,0,1,0,0,-1,0
1,0,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,0,0,1,-1,1,-1,1
1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,1
1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0
-1,1,0,-1,-1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,-1,-1,1,-1,1,0,0,1,0
1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,0
0,0,1,-1,1,-1,0,0,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1
1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,0,1,1,-1,-1,-1,-1,1,1,-1,1,0
1,0,-1,-1,1,0,1,1,1,1,1,1,-1,-1,-1,0,1,-1,0,-1,-1,1,-1,-1,1,0
0,1,0,0,1,1,-1,0,-1,0,1,1,-1,0,-1,0,1,0,-1,0,-1,1,0,0,0,0
-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1,1
1,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,0,1,0,-1,1,-1,1,0,-1,1,1,1
1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,0
-1,-1,0,1,0,1,-1,-1,1,0,-1,1,1,0,0,0,0,1,-1,0,0,-1,1,1,0,0
1,1,-1,-1,0,0,1,1,1,1,1,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0
1,-1,1,-1,1,1,-1,-1,0,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,1,-1,0
-1,-1,1,-1,1,1,-1,-1,-1,0,1,0,-1,-1,-1,1,1,1,1,0,1,-1,-1,1,1,1
1,-1,-1,1,1,1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,1
-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,1
-1,1,0,-1,-1,1,1,-1,1,0,0,1,0,-1,1,0,1,-1,0,-1,-1,1,1,0,0,0
-1,-1,1,-1,1,-1,-1,0,1,1,1,-1,1,1,1,-1,-1,0,1,-1,-1,1,1,-1,1,0
-1,1,1,0,1,0,1,0,-1,1,-1,-1,-1,1,-1,-1,0,1,-1,-1,1,1,0,1,0,0
1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,0
-1,-1,-1,1,1,-1,1,1,0,1,1,-1,1,-1,-1,-1,1,0,0,-1,0,1,1,1,-1,0
-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1
0,0,-1,0,1,0,0,-1,0,1,-1,0,0,0,1,0,1,-1,1,1,-1,0,1,0,-1,0
1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,0
-1,-1,1,1,1,1,-1,1,1,-1,-1,0,1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1
1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,0
-1,1,-1,1,1,1,-1,1,1,-1,0,1,-1,-1,1,-1,-1,1,0,-1,1,1,0,-1,-1,1
1,-1,-1,1,1,0,-1,-1,1,0,1,1,1,0,-1,1,0,-1,-1,0,-1,-1,0,1,0,1
0,-1,-1,1,0,0,-1,0,1,1,0,0,1,0,-1,-1,-1,1,-1,0,1,0,1,0,1,0
1,0,-1,1,1,-1,-1,1,-1,-1,1,0,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,0
1,-1,1,-1,-1,-1,-1,-1,0,1,1,1,0,1,1,0,-1,0,0,-1,1,0,1,-1,0,1
-1,1,1,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,-1,1,1,-1,-1,0
1,1,1,0,1,0,-1,0,0,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,1
0,1,1,1,1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,1,1,0,-1,1,1,1
1,-1,1,-1,-1,1,1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1
0,-1,0,1,1,-1,-1,-1,1,1,-1,1,1,0,0,-1,-1,1,0,0,0,0,1,-1,1,0
1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,0,1,1,1,-1,-1,-1,0,1,0
1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,1,-1,-1,1,1,1
-1,1,0,-1,1,-1,-1,1,-1,1,-1,1,1,1,0,1,1,0,1,-1,0,-1,-1,1,-1,0
